Retailer,Retailer ID,Invoice Date ,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
Sports Direct,1185732,06-11-2020,Midwest,Michigan,Detroit,Women's Street Footwear,41,138,566,249,Online
Sports Direct,1185732,02-02-2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,41,138,566,277,Online
Foot Locker,1185732,27-04-2020,Midwest,Michigan,Detroit,Women's Athletic Footwear,48,138,662,318,Online
West Gear,1185732,20-10-2020,Midwest,Missouri,St. Louis,Women's Apparel,24,138,331,212,Online
West Gear,1185732,09-12-2021,West,Utah,Salt Lake City,Women's Street Footwear,24,138,331,159,Online
West Gear,1128299,20-06-2021,South,Louisiana,New Orleans,Men's Apparel,64,138,883,521,Online
West Gear,1197831,02-07-2021,West,Idaho,Boise,Women's Street Footwear,24,138,331,156,Online
West Gear,1197831,03-04-2021,West,Idaho,Boise,Women's Apparel,28,138,386,236,Online
Foot Locker,1128299,01-12-2020,West,Arizona,Phoenix,Men's Athletic Footwear,51,138,704,366,Online
Foot Locker,1128299,24-01-2020,West,Arizona,Phoenix,Women's Street Footwear,51,138,704,317,Online
Kohl's,1128299,22-10-2020,West,Arizona,Phoenix,Men's Athletic Footwear,42,138,580,307,Online
Kohl's,1128299,07-09-2021,West,Arizona,Phoenix,Women's Street Footwear,42,138,580,267,Online
Sports Direct,1128299,21-05-2020,Southeast,Georgia,Atlanta,Men's Apparel,54,138,745,358,Online
Foot Locker,1128299,03-12-2021,Southeast,Georgia,Atlanta,Women's Street Footwear,53,138,731,366,Online
Amazon,1185732,16-03-2021,Midwest,Ohio,Columbus,Men's Athletic Footwear,41,138,566,260,Online
Amazon,1185732,28-07-2021,Midwest,Ohio,Columbus,Women's Street Footwear,23,138,317,175,Online
Amazon,1185732,20-03-2020,Midwest,Ohio,Columbus,Women's Apparel,37,138,511,317,Online
Amazon,1185732,10-03-2021,Midwest,Ohio,Columbus,Men's Athletic Footwear,29,138,400,188,Online
Amazon,1185732,18-07-2021,Midwest,Ohio,Columbus,Men's Apparel,76,138,1049,514,Online
Amazon,1185732,28-04-2021,Midwest,Ohio,Columbus,Men's Street Footwear,38,138,524,278,Online
Foot Locker,1185732,08-08-2020,Midwest,Kansas,Wichita,Men's Street Footwear,38,138,524,257,Online
Foot Locker,1185732,29-03-2020,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,42,138,580,261,Online
Foot Locker,1185732,24-06-2021,Midwest,Iowa,Des Moines,Men's Street Footwear,49,138,676,298,Online
West Gear,1185732,20-01-2020,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,58,138,800,328,Online
Foot Locker,1185732,21-03-2020,Northeast,West Virginia,Charleston,Men's Street Footwear,32,138,442,234,Online
Kohl's,1185732,10-08-2020,Northeast,Delaware,Wilmington,Men's Street Footwear,32,138,442,221,Online
Foot Locker,1185732,08-01-2020,Northeast,Rhode Island,Providence,Men's Street Footwear,47,138,649,292,Online
Amazon,1185732,01-04-2020,Northeast,New Hampshire,Manchester,Women's Apparel,66,138,911,428,Online
West Gear,1128299,04-12-2020,West,Colorado,Denver,Women's Apparel,78,137,1069,427,Online
West Gear,1128299,21-03-2020,West,Colorado,Denver,Men's Street Footwear,51,137,699,349,Online
West Gear,1128299,10-02-2020,West,Colorado,Denver,Women's Apparel,75,137,1028,339,Online
West Gear,1128299,05-02-2020,West,Washington,Seattle,Women's Athletic Footwear,78,137,1069,438,Online
Foot Locker,1185732,26-06-2021,Midwest,Minnesota,Minneapolis,Men's Street Footwear,47,137,644,303,Online
Sports Direct,1128299,28-03-2021,West,Hawaii,Honolulu,Men's Street Footwear,36,137,493,207,Online
West Gear,1185732,29-07-2021,Northeast,New York,Albany,Men's Apparel,56,137,767,376,Online
West Gear,1185732,02-11-2021,Northeast,New York,Albany,Women's Athletic Footwear,44,137,603,247,Online
West Gear,1185732,08-08-2020,Northeast,New York,Albany,Women's Street Footwear,46,137,630,252,Online
Kohl's,1185732,03-10-2020,West,Wyoming,Cheyenne,Men's Apparel,48,137,658,276,Online
Kohl's,1185732,06-10-2021,West,Wyoming,Cheyenne,Women's Street Footwear,38,137,521,239,Online
Sports Direct,1185732,16-07-2020,Midwest,Michigan,Detroit,Women's Apparel,52,137,712,499,Online
West Gear,1128299,23-06-2020,South,Louisiana,New Orleans,Women's Street Footwear,38,137,521,271,Online
West Gear,1197831,22-08-2021,West,Idaho,Boise,Women's Athletic Footwear,47,137,644,412,Online
Sports Direct,1128299,10-08-2020,Southeast,Georgia,Atlanta,Men's Street Footwear,37,137,507,253,Online
Sports Direct,1128299,23-04-2021,Southeast,Georgia,Atlanta,Women's Street Footwear,50,137,685,343,Online
Sports Direct,1128299,02-11-2021,Southeast,Georgia,Atlanta,Men's Street Footwear,51,137,699,356,Online
Amazon,1185732,06-01-2020,Midwest,Ohio,Columbus,Women's Apparel,34,137,466,303,Online
Amazon,1185732,08-07-2021,Southeast,Kentucky,Louisville,Men's Street Footwear,48,137,658,349,Online
Sports Direct,1185732,04-03-2020,South,Mississippi,Jackson,Women's Street Footwear,59,137,808,436,Online
West Gear,1197831,17-02-2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,29,137,397,215,Online
Foot Locker,1185732,15-10-2021,Midwest,Iowa,Des Moines,Men's Street Footwear,32,137,438,184,Online
Foot Locker,1185732,01-12-2021,Northeast,Maryland,Baltimore,Men's Street Footwear,36,137,493,222,Online
Amazon,1185732,24-08-2021,Northeast,Vermont,Burlington,Men's Street Footwear,41,137,562,315,Online
Amazon,1185732,01-12-2021,Northeast,Vermont,Burlington,Men's Street Footwear,56,137,767,437,Online
Amazon,1185732,04-12-2021,Northeast,New Hampshire,Manchester,Women's Apparel,64,137,877,430,Online
Foot Locker,1185732,06-09-2020,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,58,136,789,497,Online
Foot Locker,1185732,24-06-2020,Midwest,Iowa,Des Moines,Men's Street Footwear,19,136,258,103,Online
Sports Direct,1197831,08-10-2021,South,Texas,Dallas,Women's Athletic Footwear,28,136,381,171,Outlet
West Gear,1128299,21-04-2020,West,Nevada,Las Vegas,Men's Apparel,49,136,666,360,Outlet
Sports Direct,1197831,10-02-2020,South,Tennessee,Knoxville,Women's Athletic Footwear,40,136,544,310,Outlet
Sports Direct,1197831,09-06-2020,South,Alabama,Birmingham,Women's Street Footwear,26,136,354,156,Outlet
Foot Locker,1128299,07-11-2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,52,136,707,276,Outlet
Foot Locker,1128299,10-10-2020,Southeast,Virginia,Richmond,Men's Apparel,56,136,762,335,Outlet
Sports Direct,1185732,11-02-2020,Southeast,Virginia,Richmond,Women's Athletic Footwear,21,136,286,120,Outlet
West Gear,1185732,11-03-2021,West,Utah,Salt Lake City,Women's Apparel,20,136,272,141,Outlet
West Gear,1185732,20-02-2020,West,Utah,Salt Lake City,Men's Athletic Footwear,14,136,190,74,Outlet
West Gear,1185732,15-07-2020,West,Utah,Salt Lake City,Women's Athletic Footwear,22,136,299,126,Outlet
West Gear,1128299,01-03-2020,West,Oregon,Portland,Men's Apparel,53,136,721,303,Outlet
West Gear,1128299,10-06-2020,South,Louisiana,New Orleans,Women's Street Footwear,37,136,503,211,Outlet
Sports Direct,1197831,07-11-2021,West,Idaho,Boise,Women's Athletic Footwear,40,136,544,299,Outlet
Foot Locker,1128299,06-02-2021,West,Idaho,Boise,Men's Street Footwear,23,136,313,125,Outlet
Foot Locker,1128299,08-03-2021,West,Arizona,Phoenix,Men's Apparel,45,136,612,226,Outlet
Kohl's,1128299,30-03-2020,West,Arizona,Phoenix,Women's Street Footwear,35,136,476,195,Outlet
Kohl's,1128299,05-03-2021,West,Arizona,Phoenix,Men's Athletic Footwear,36,136,490,230,Outlet
Kohl's,1128299,17-01-2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,36,136,490,220,Outlet
Kohl's,1128299,18-05-2020,West,New Mexico,Albuquerque,Men's Athletic Footwear,46,136,626,263,Outlet
Kohl's,1128299,12-07-2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,40,136,544,223,Outlet
Sports Direct,1128299,10-12-2020,Southeast,Georgia,Atlanta,Men's Athletic Footwear,36,136,490,220,Outlet
Foot Locker,1185732,12-07-2020,South,Mississippi,Jackson,Men's Apparel,26,136,354,138,Outlet
Foot Locker,1185732,06-05-2021,South,Mississippi,Jackson,Women's Street Footwear,11,136,150,70,Outlet
Foot Locker,1185732,02-03-2021,South,Mississippi,Jackson,Women's Apparel,17,136,231,125,Outlet
Foot Locker,1185732,25-10-2021,South,Mississippi,Jackson,Women's Street Footwear,26,136,354,152,Outlet
Sports Direct,1197831,02-09-2020,South,Mississippi,Jackson,Women's Street Footwear,11,136,150,63,Outlet
Foot Locker,1185732,03-01-2020,Northeast,Rhode Island,Providence,Women's Apparel,38,136,517,217,Outlet
Amazon,1185732,22-02-2020,Northeast,Vermont,Burlington,Women's Apparel,44,136,598,257,Outlet
Foot Locker,1185732,10-09-2020,Midwest,Illinois,Chicago,Men's Street Footwear,46,135,621,342,Online
Foot Locker,1185732,13-04-2021,Midwest,Illinois,Chicago,Men's Street Footwear,47,135,635,317,Online
Sports Direct,1197831,08-07-2021,South,Texas,Dallas,Women's Apparel,32,135,432,272,Online
Sports Direct,1197831,08-08-2021,South,Texas,Dallas,Men's Apparel,53,135,716,351,Online
Foot Locker,1185732,06-07-2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,64,135,864,562,Online
West Gear,1128299,08-10-2020,West,Colorado,Denver,Women's Athletic Footwear,62,135,837,502,Online
West Gear,1128299,04-05-2021,West,Colorado,Denver,Women's Athletic Footwear,63,135,851,459,Online
West Gear,1128299,28-03-2021,West,Colorado,Denver,Women's Street Footwear,46,135,621,217,Online
West Gear,1128299,19-01-2020,West,Washington,Seattle,Women's Street Footwear,63,135,851,315,Online
Foot Locker,1185732,24-05-2021,Midwest,Minnesota,Minneapolis,Men's Street Footwear,32,135,432,194,Online
Sports Direct,1197831,16-06-2021,Midwest,Montana,Billings,Women's Athletic Footwear,32,135,432,246,Online
Sports Direct,1197831,13-08-2020,South,Tennessee,Knoxville,Women's Street Footwear,19,135,257,141,Online
Sports Direct,1197831,05-03-2020,South,Alabama,Birmingham,Women's Athletic Footwear,34,135,459,312,Online
Foot Locker,1128299,23-03-2020,West,Hawaii,Honolulu,Men's Street Footwear,44,135,594,238,Online
Sports Direct,1128299,10-08-2021,West,Hawaii,Honolulu,Women's Street Footwear,74,135,999,350,Online
Walmart,1128299,05-01-2021,Southeast,Florida,Orlando,Men's Athletic Footwear,60,135,810,300,Online
West Gear,1185732,01-07-2021,Northeast,New York,Albany,Women's Athletic Footwear,37,135,500,205,Online
West Gear,1185732,05-04-2021,Northeast,New York,Albany,Women's Athletic Footwear,45,135,608,249,Online
Kohl's,1185732,14-01-2020,West,Wyoming,Cheyenne,Men's Apparel,49,135,662,291,Online
Kohl's,1185732,10-04-2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,38,135,513,251,Online
Kohl's,1185732,08-07-2020,West,Wyoming,Cheyenne,Women's Athletic Footwear,42,135,567,278,Online
Foot Locker,1185732,30-11-2020,West,Wyoming,Cheyenne,Women's Athletic Footwear,44,135,594,291,Online
Sports Direct,1185732,30-03-2021,Midwest,Michigan,Detroit,Women's Street Footwear,27,135,365,153,Online
Sports Direct,1185732,13-08-2020,Midwest,Michigan,Detroit,Men's Apparel,42,135,567,301,Online
Foot Locker,1128299,11-10-2021,West,Arizona,Phoenix,Men's Street Footwear,41,135,554,266,Online
Foot Locker,1128299,07-03-2021,West,Arizona,Phoenix,Men's Street Footwear,42,135,567,266,Online
Kohl's,1128299,04-06-2021,West,Arizona,Phoenix,Women's Apparel,58,135,783,290,Online
Kohl's,1128299,23-12-2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,54,135,729,328,Online
Sports Direct,1128299,01-02-2020,West,New Mexico,Albuquerque,Men's Athletic Footwear,39,135,527,269,Online
Sports Direct,1128299,10-01-2020,Southeast,Georgia,Atlanta,Women's Street Footwear,42,135,567,266,Online
Foot Locker,1128299,05-03-2020,Southeast,Georgia,Atlanta,Women's Apparel,64,135,864,302,Online
Amazon,1185732,30-09-2020,Midwest,Ohio,Columbus,Men's Athletic Footwear,44,135,594,291,Online
Amazon,1185732,08-01-2021,Midwest,Ohio,Columbus,Men's Apparel,50,135,675,331,Online
Amazon,1185732,27-09-2020,Midwest,Ohio,Columbus,Women's Athletic Footwear,59,135,797,398,Online
Amazon,1185732,20-09-2021,Midwest,Ohio,Columbus,Men's Street Footwear,37,135,500,270,Online
Foot Locker,1185732,20-06-2021,South,Mississippi,Jackson,Men's Apparel,57,135,770,346,Online
Foot Locker,1185732,05-03-2020,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,41,135,554,255,Online
Foot Locker,1185732,29-05-2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,52,135,702,365,Online
Sports Direct,1185732,15-11-2020,Northeast,Maryland,Baltimore,Men's Street Footwear,48,135,648,343,Online
Foot Locker,1185732,29-10-2021,Northeast,Delaware,Wilmington,Women's Apparel,56,135,756,401,Online
Kohl's,1185732,06-03-2020,Northeast,Delaware,Wilmington,Men's Street Footwear,60,135,810,381,Online
Sports Direct,1185732,24-10-2021,Northeast,Rhode Island,Providence,Men's Street Footwear,54,135,729,365,Online
Sports Direct,1185732,15-12-2021,Northeast,Massachusetts,Boston,Men's Street Footwear,53,135,716,301,Online
Amazon,1185732,29-10-2021,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,58,135,783,423,Online
Sports Direct,1197831,10-06-2020,South,Texas,Dallas,Women's Athletic Footwear,41,135,554,304,Outlet
West Gear,1128299,14-03-2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,35,135,473,146,Outlet
Sports Direct,1197831,24-10-2020,South,Alabama,Birmingham,Women's Athletic Footwear,36,135,486,326,Outlet
Foot Locker,1197831,28-05-2020,West,Idaho,Boise,Women's Apparel,26,135,351,183,Outlet
Foot Locker,1197831,17-12-2020,West,Idaho,Boise,Women's Street Footwear,20,135,270,103,Outlet
Kohl's,1128299,22-10-2020,West,Arizona,Phoenix,Women's Apparel,43,135,581,163,Outlet
Kohl's,1128299,19-10-2020,West,New Mexico,Albuquerque,Women's Street Footwear,46,135,621,255,Outlet
Sports Direct,1128299,17-01-2020,Southeast,Georgia,Atlanta,Women's Street Footwear,32,135,432,160,Outlet
Sports Direct,1128299,18-07-2021,Southeast,Georgia,Atlanta,Women's Apparel,46,135,621,186,Outlet
Foot Locker,1185732,18-08-2020,South,Mississippi,Jackson,Men's Apparel,47,135,635,241,Outlet
Sports Direct,1197831,02-10-2021,South,Mississippi,Jackson,Men's Athletic Footwear,18,135,243,97,Outlet
Walmart,1197831,13-05-2021,South,Arkansas,Little Rock,Women's Street Footwear,40,135,540,238,Outlet
Walmart,1197831,09-09-2021,South,Arkansas,Little Rock,Men's Athletic Footwear,26,135,351,144,Outlet
West Gear,1197831,17-08-2021,South,Arkansas,Little Rock,Women's Apparel,53,135,716,322,Outlet
West Gear,1197831,07-08-2020,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,35,135,473,180,Outlet
Amazon,1185732,20-02-2020,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,39,135,527,247,Outlet
Foot Locker,1185732,21-02-2021,Midwest,Illinois,Chicago,Men's Street Footwear,58,134,777,420,Online
Sports Direct,1185732,07-12-2021,Midwest,North Dakota,Fargo,Men's Street Footwear,29,134,389,183,Online
West Gear,1185732,23-01-2020,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,58,134,777,319,Online
West Gear,1128299,01-12-2020,West,Nevada,Las Vegas,Women's Apparel,68,133,904,235,Online
West Gear,1128299,20-10-2020,West,Nevada,Las Vegas,Women's Athletic Footwear,57,133,758,334,Online
West Gear,1128299,28-02-2020,West,Colorado,Denver,Women's Apparel,74,133,984,423,Online
West Gear,1128299,27-12-2020,West,Washington,Seattle,Men's Apparel,82,133,1091,414,Online
Kohl's,1189833,28-03-2020,Midwest,Montana,Billings,Women's Apparel,56,133,745,283,Online
Kohl's,1189833,19-05-2020,Midwest,Montana,Billings,Women's Street Footwear,42,133,559,335,Online
Sports Direct,1197831,27-12-2021,South,Tennessee,Knoxville,Women's Apparel,32,133,426,272,Online
Sports Direct,1197831,06-05-2020,South,Tennessee,Knoxville,Women's Athletic Footwear,42,133,559,385,Online
Sports Direct,1197831,28-01-2021,South,Tennessee,Knoxville,Men's Apparel,49,133,652,345,Online
Sports Direct,1197831,02-03-2020,South,Tennessee,Knoxville,Women's Athletic Footwear,52,133,692,477,Online
Foot Locker,1128299,22-10-2021,West,Hawaii,Honolulu,Women's Athletic Footwear,74,133,984,374,Online
West Gear,1185732,01-09-2021,Northeast,New York,Albany,Women's Athletic Footwear,37,133,492,207,Online
West Gear,1185732,01-07-2020,Northeast,New York,Albany,Men's Apparel,51,133,678,332,Online
Kohl's,1185732,29-02-2020,West,Wyoming,Cheyenne,Men's Apparel,45,133,599,251,Online
Sports Direct,1128299,23-12-2021,Southeast,Virginia,Richmond,Men's Apparel,72,133,958,488,Online
Sports Direct,1185732,13-02-2021,Midwest,Michigan,Detroit,Women's Street Footwear,44,133,585,234,Online
West Gear,1185732,08-01-2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,23,133,306,144,Online
West Gear,1128299,04-08-2020,West,Oregon,Portland,Men's Apparel,72,133,958,479,Online
Foot Locker,1197831,18-09-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,33,133,439,233,Online
Sports Direct,1197831,12-01-2020,West,Idaho,Boise,Men's Apparel,52,133,692,318,Online
Foot Locker,1197831,19-10-2021,West,Idaho,Boise,Men's Apparel,50,133,665,326,Online
Foot Locker,1128299,07-09-2020,West,Arizona,Phoenix,Women's Street Footwear,51,133,678,319,Online
Kohl's,1128299,09-07-2021,West,Arizona,Phoenix,Men's Street Footwear,33,133,439,215,Online
Kohl's,1128299,23-09-2020,West,New Mexico,Albuquerque,Women's Apparel,59,133,785,282,Online
Sports Direct,1185732,04-03-2021,South,Mississippi,Jackson,Women's Athletic Footwear,56,133,745,387,Online
Kohl's,1197831,13-05-2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,23,133,306,165,Online
Sports Direct,1185732,11-01-2021,Midwest,North Dakota,Fargo,Men's Street Footwear,36,133,479,239,Online
Foot Locker,1185732,08-04-2020,Midwest,Iowa,Des Moines,Men's Street Footwear,34,133,452,181,Online
West Gear,1185732,19-09-2020,Midwest,Indiana,Indianapolis,Men's Street Footwear,33,133,439,237,Online
West Gear,1185732,04-03-2021,Northeast,West Virginia,Charleston,Women's Apparel,63,133,838,452,Online
Kohl's,1185732,10-03-2021,Northeast,New Jersey,Newark,Men's Street Footwear,34,133,452,226,Online
Amazon,1185732,27-10-2020,Northeast,Vermont,Burlington,Men's Street Footwear,62,133,825,495,Online
West Gear,1128299,28-03-2021,West,Nevada,Las Vegas,Women's Street Footwear,49,132,647,304,Outlet
West Gear,1128299,20-05-2021,West,Nevada,Las Vegas,Women's Athletic Footwear,43,132,568,199,Outlet
Sports Direct,1197831,29-06-2020,South,Tennessee,Knoxville,Men's Apparel,33,132,436,179,Outlet
Sports Direct,1197831,09-12-2021,South,Alabama,Birmingham,Men's Apparel,39,132,515,216,Outlet
Walmart,1128299,06-07-2021,Southeast,Florida,Orlando,Women's Street Footwear,49,132,647,220,Outlet
Walmart,1128299,07-04-2021,Southeast,Florida,Orlando,Men's Athletic Footwear,46,132,607,170,Outlet
Walmart,1128299,13-05-2020,Southeast,Florida,Orlando,Women's Street Footwear,46,132,607,219,Outlet
Foot Locker,1128299,10-06-2021,Southeast,Virginia,Richmond,Men's Apparel,51,132,673,303,Outlet
West Gear,1185732,27-02-2020,West,Utah,Salt Lake City,Men's Athletic Footwear,18,132,238,95,Outlet
West Gear,1185732,07-02-2021,West,Utah,Salt Lake City,Women's Athletic Footwear,13,132,172,74,Outlet
West Gear,1185732,04-03-2021,West,Utah,Salt Lake City,Men's Apparel,24,132,317,117,Outlet
West Gear,1185732,17-09-2021,West,Utah,Salt Lake City,Women's Apparel,18,132,238,135,Outlet
West Gear,1185732,01-07-2021,West,Utah,Salt Lake City,Men's Athletic Footwear,14,132,185,74,Outlet
